call_id,rep_id,hcp_id,product_id,call_date,call_type,duration_min,samples_given
C001649,R007,H0109,P003,2026-01-01,F2F,34,2
C001650,R007,H0162,P005,2025-08-01,Virtual,30,2
C001651,R007,H0127,P002,2025-05-26,F2F,12,8
C001652,R007,H0350,P002,2025-07-31,F2F,18,7
C001653,R007,H0036,P001,2025-08-21,F2F,21,2
C001654,R007,H0286,P001,2026-03-21,F2F,28,5
C001655,R007,H0350,P004,2025-05-06,F2F,29,0
C001656,R007,H0443,P005,2025-07-24,F2F,7,3
C001657,R007,H0482,P004,2026-03-19,F2F,28,2
C001658,R007,H0042,P005,2026-02-04,Virtual,24,8
C001659,R007,H0348,P001,2025-07-29,F2F,21,0
C001660,R007,H0162,P003,2025-05-26,F2F,26,4
C001661,R007,H0102,P005,2026-01-20,F2F,21,2
C001662,R007,H0429,P002,2025-09-15,Virtual,15,5
C001663,R007,H0317,P001,2025-05-21,F2F,6,6
C001664,R007,H0127,P004,2026-03-16,Virtual,9,1
C001665,R007,H0228,P004,2025-05-25,F2F,32,6
C001666,R007,H0173,P003,2025-08-05,F2F,17,4
C001667,R007,H0102,P004,2025-11-21,F2F,28,2
C001668,R007,H0218,P002,2025-12-01,Virtual,16,8
C001669,R007,H0368,P001,2025-09-06,F2F,19,0
C001670,R007,H0232,P002,2025-11-23,Virtual,28,5
C001671,R007,H0036,P004,2025-05-12,F2F,20,6
C001672,R007,H0110,P001,2025-08-24,F2F,16,3
C001673,R007,H0004,P003,2025-09-19,F2F,28,2
C001674,R007,H0360,P005,2026-04-18,F2F,6,4
C001675,R007,H0327,P001,2025-09-27,Virtual,11,3
C001676,R007,H0439,P004,2025-10-29,Virtual,31,8
C001677,R007,H0127,P004,2025-06-18,F2F,21,7
C001678,R007,H0218,P004,2026-02-28,F2F,25,3
C001679,R007,H0469,P003,2026-03-26,F2F,12,0
C001680,R007,H0322,P005,2025-08-03,Virtual,31,0
C001681,R007,H0322,P003,2025-06-24,F2F,29,6
C001682,R007,H0276,P002,2025-07-05,F2F,12,6
C001683,R007,H0482,P005,2026-03-06,F2F,30,1
C001684,R007,H0127,P004,2025-09-27,Virtual,12,6
C001685,R007,H0159,P005,2025-07-11,F2F,11,2
C001686,R007,H0322,P003,2025-08-19,Virtual,7,3
C001687,R007,H0192,P003,2025-05-19,F2F,9,8
C001688,R007,H0470,P002,2025-11-04,F2F,29,5
C001689,R007,H0368,P001,2025-07-05,F2F,29,0
C001690,R007,H0173,P001,2025-08-13,F2F,17,6
C001691,R007,H0192,P005,2025-05-14,F2F,9,7
C001692,R007,H0350,P003,2025-08-17,F2F,35,2
C001693,R007,H0348,P002,2025-12-07,Virtual,18,1
C001694,R007,H0490,P002,2025-05-21,F2F,12,4
C001695,R007,H0239,P003,2026-01-26,F2F,29,3
C001696,R007,H0162,P004,2025-06-22,F2F,19,0
C001697,R007,H0194,P004,2025-11-05,F2F,30,4
C001698,R007,H0317,P005,2025-12-18,F2F,23,2
C001699,R007,H0177,P004,2026-01-23,F2F,9,8
C001700,R007,H0467,P003,2026-02-14,F2F,14,0
C001701,R007,H0480,P005,2025-08-23,F2F,29,2
C001702,R007,H0368,P003,2026-03-15,F2F,22,7
C001703,R007,H0368,P004,2026-03-24,F2F,19,6
C001704,R007,H0201,P002,2025-12-13,Virtual,28,3
C001705,R007,H0352,P005,2026-02-12,F2F,31,4
C001706,R007,H0094,P001,2026-04-21,F2F,15,0
C001707,R007,H0177,P004,2026-02-27,F2F,22,2
C001708,R007,H0429,P004,2025-08-19,F2F,22,7
C001709,R007,H0355,P001,2026-04-17,Virtual,29,3
C001710,R007,H0004,P001,2025-08-07,F2F,17,8
C001711,R007,H0232,P005,2026-02-25,F2F,32,8
C001712,R007,H0127,P001,2025-08-23,F2F,5,8
C001713,R007,H0190,P002,2025-05-29,F2F,31,6
C001714,R007,H0319,P004,2026-04-08,Virtual,31,5
C001715,R007,H0276,P001,2025-06-03,F2F,21,0
C001716,R007,H0490,P001,2026-03-07,F2F,32,5
C001717,R007,H0036,P003,2025-11-25,Virtual,32,8
C001718,R007,H0004,P004,2026-02-23,F2F,25,6
C001719,R007,H0443,P004,2025-11-05,Virtual,25,4
C001720,R007,H0350,P001,2025-12-16,Virtual,28,6
C001721,R007,H0258,P003,2025-07-10,F2F,5,8
C001722,R007,H0319,P004,2025-07-22,F2F,29,4
C001723,R007,H0110,P002,2026-01-24,F2F,7,3
C001724,R007,H0406,P001,2025-12-19,Virtual,7,2
C001725,R007,H0482,P002,2025-10-24,F2F,8,7
C001726,R007,H0461,P004,2025-05-06,Virtual,32,2
C001727,R007,H0482,P004,2025-07-23,F2F,17,1
C001728,R007,H0470,P002,2025-12-16,F2F,33,8
C001729,R007,H0004,P005,2025-07-26,F2F,6,2
C001730,R007,H0221,P003,2025-06-18,F2F,13,4
C001731,R007,H0322,P002,2025-08-13,F2F,31,1
C001732,R007,H0112,P004,2025-07-22,F2F,33,7
C001733,R007,H0173,P002,2025-08-08,F2F,21,6
C001734,R007,H0174,P005,2026-02-04,F2F,28,7
C001735,R007,H0446,P002,2025-06-28,Virtual,22,5
C001736,R007,H0239,P002,2026-01-10,Virtual,33,6
C001737,R007,H0319,P004,2025-05-02,F2F,22,2
C001738,R007,H0446,P003,2025-07-27,Virtual,12,5
C001739,R007,H0480,P001,2025-11-18,F2F,5,5
C001740,R007,H0004,P003,2025-09-13,F2F,23,2
C001741,R007,H0350,P003,2026-02-17,Virtual,15,6
C001742,R007,H0177,P004,2025-05-20,F2F,30,0
C001743,R007,H0470,P005,2026-02-02,F2F,28,4
C001744,R007,H0446,P004,2026-02-03,F2F,19,6
C001745,R007,H0110,P001,2026-03-11,F2F,28,7
C001746,R007,H0258,P004,2026-03-16,F2F,21,7
C001747,R007,H0480,P003,2025-07-06,F2F,21,3
C001748,R007,H0490,P001,2026-03-26,Virtual,26,3
C001749,R007,H0446,P002,2026-04-10,F2F,10,4
C001750,R007,H0127,P001,2025-08-02,F2F,19,6
C001751,R007,H0042,P005,2025-10-28,F2F,10,3
C001752,R007,H0406,P001,2026-01-28,F2F,30,6
C001753,R007,H0469,P004,2025-10-23,F2F,10,2
C001754,R007,H0490,P002,2025-11-14,F2F,5,5
C001755,R007,H0490,P003,2025-09-11,Virtual,5,3
C001756,R007,H0190,P003,2025-06-27,F2F,24,7
C001757,R007,H0396,P004,2026-04-26,F2F,23,3
C001758,R007,H0317,P001,2025-11-03,Virtual,17,4
C001759,R007,H0190,P003,2025-09-28,F2F,8,5
C001760,R007,H0443,P001,2026-03-14,Virtual,31,6
C001761,R007,H0470,P001,2025-12-05,F2F,32,5
C001762,R007,H0396,P004,2026-03-14,F2F,35,2
C001763,R007,H0469,P001,2025-06-14,F2F,29,5
C001764,R007,H0276,P005,2025-11-13,F2F,27,8
C001765,R007,H0368,P003,2025-07-07,F2F,5,4
C001766,R007,H0127,P004,2026-01-19,F2F,17,2
C001767,R007,H0446,P004,2025-07-25,Virtual,20,5
C001768,R007,H0192,P002,2025-06-12,F2F,15,0
C001769,R007,H0172,P003,2025-10-05,F2F,25,3
C001770,R007,H0127,P002,2025-08-30,Virtual,25,1
C001771,R007,H0102,P004,2025-05-03,F2F,15,7
C001772,R007,H0218,P004,2025-08-13,F2F,22,2
C001773,R007,H0177,P003,2026-04-19,Virtual,18,7
C001774,R007,H0439,P001,2025-11-28,Virtual,28,0
C001775,R007,H0036,P005,2026-01-19,Virtual,34,5
C001776,R007,H0368,P002,2025-08-20,Virtual,27,8
C001777,R007,H0490,P004,2025-06-02,Virtual,11,2
C001778,R007,H0406,P004,2025-05-05,F2F,21,3
C001779,R007,H0350,P003,2025-10-27,F2F,19,5
C001780,R007,H0218,P003,2025-07-09,F2F,9,0
C001781,R007,H0232,P002,2026-04-17,Virtual,11,7
C001782,R007,H0239,P004,2026-02-20,Virtual,28,6
C001783,R007,H0194,P005,2026-03-31,F2F,27,3
C001784,R007,H0177,P003,2025-11-18,F2F,12,0
C001785,R007,H0127,P005,2026-01-11,F2F,10,7
C001786,R007,H0194,P004,2026-02-17,Virtual,19,1
C001787,R007,H0360,P005,2025-10-17,Virtual,26,7
C001788,R007,H0368,P004,2026-04-28,F2F,9,8
C001789,R007,H0232,P005,2025-05-15,F2F,9,5
C001790,R007,H0327,P005,2025-05-23,F2F,29,8
C001791,R007,H0446,P005,2026-01-29,F2F,34,0
C001792,R007,H0443,P001,2025-05-09,F2F,14,3
C001793,R007,H0174,P002,2025-06-04,F2F,31,2
C001794,R007,H0480,P001,2025-07-16,Virtual,29,5
C001795,R007,H0146,P004,2025-08-10,F2F,13,8
C001796,R007,H0247,P002,2025-11-29,F2F,7,3
C001797,R007,H0470,P002,2025-11-20,F2F,25,2
C001798,R007,H0127,P002,2026-04-17,F2F,18,7
C001799,R007,H0276,P004,2025-06-28,F2F,8,1
C001800,R007,H0406,P004,2025-08-01,F2F,8,0
C001801,R007,H0286,P003,2026-02-17,Virtual,18,6
C001802,R007,H0004,P004,2025-09-22,Virtual,8,1
C001803,R007,H0146,P002,2026-04-06,F2F,9,2
C001804,R007,H0101,P001,2026-02-27,Virtual,27,5
C001805,R007,H0429,P003,2025-08-18,F2F,9,7
C001806,R007,H0221,P005,2025-08-06,F2F,34,5
C001807,R007,H0352,P005,2025-05-14,F2F,35,1
C001808,R007,H0192,P002,2026-01-02,F2F,18,1
C001809,R007,H0258,P002,2025-08-27,F2F,13,0
C001810,R007,H0396,P005,2025-12-05,F2F,18,3
C001811,R007,H0177,P004,2025-09-22,F2F,15,5
C001812,R007,H0396,P002,2025-09-05,F2F,8,0
C001813,R007,H0287,P005,2025-12-13,F2F,16,4
C001814,R007,H0368,P002,2025-09-06,F2F,18,0
C001815,R007,H0480,P005,2025-05-14,F2F,22,3
C001816,R007,H0232,P001,2025-11-21,F2F,29,1
C001817,R007,H0201,P002,2025-05-07,F2F,30,5
C001818,R007,H0102,P005,2025-06-25,F2F,27,0
C001819,R007,H0482,P002,2025-05-22,F2F,19,1
C001820,R007,H0348,P005,2025-05-25,F2F,16,8
C001821,R007,H0443,P003,2025-11-22,Virtual,8,3
C001822,R007,H0446,P001,2026-02-14,F2F,10,5
C001823,R007,H0218,P002,2025-05-16,Virtual,8,8
C001824,R007,H0473,P002,2025-08-10,Virtual,24,6
C001825,R007,H0439,P002,2025-12-12,F2F,31,6
C001826,R007,H0159,P001,2025-10-28,F2F,21,3
C001827,R007,H0110,P004,2025-09-14,F2F,18,6
C001828,R007,H0162,P001,2025-10-17,F2F,29,1
C001829,R007,H0368,P003,2026-02-26,F2F,26,7
C001830,R007,H0470,P005,2025-09-07,F2F,5,4
C001831,R007,H0473,P001,2026-02-13,F2F,23,0
C001832,R008,H0455,P002,2025-07-28,F2F,13,8
C001833,R008,H0134,P003,2026-02-26,F2F,25,7
C001834,R008,H0023,P001,2026-02-27,F2F,26,1
C001835,R008,H0371,P001,2025-08-19,F2F,14,0
C001836,R008,H0377,P004,2025-07-29,F2F,18,2
C001837,R008,H0148,P002,2026-03-09,F2F,30,0
C001838,R008,H0130,P005,2025-09-13,Virtual,33,6
C001839,R008,H0106,P003,2025-08-18,F2F,6,8
C001840,R008,H0130,P005,2025-11-27,F2F,31,2
C001841,R008,H0130,P005,2025-11-06,F2F,33,2
C001842,R008,H0023,P001,2025-12-14,F2F,28,8
C001843,R008,H0377,P003,2026-04-04,F2F,31,1
C001844,R008,H0475,P001,2025-07-01,F2F,35,5
C001845,R008,H0020,P005,2025-05-14,F2F,22,0
C001846,R008,H0028,P004,2025-08-05,F2F,23,1
C001847,R008,H0231,P002,2025-11-23,F2F,29,1
C001848,R008,H0428,P005,2025-07-24,F2F,22,8
C001849,R008,H0231,P005,2025-11-17,F2F,26,0
C001850,R008,H0499,P003,2026-02-26,F2F,12,1
C001851,R008,H0499,P001,2026-02-07,Virtual,10,7
C001852,R008,H0076,P001,2026-04-19,Virtual,15,6
C001853,R008,H0377,P002,2025-05-24,F2F,27,4
C001854,R008,H0193,P003,2026-01-17,F2F,9,1
C001855,R008,H0035,P002,2025-10-21,F2F,17,2
C001856,R008,H0342,P004,2025-10-30,Virtual,31,6
C001857,R008,H0215,P001,2026-02-18,Virtual,13,8
C001858,R008,H0035,P003,2025-05-22,F2F,9,4
C001859,R008,H0130,P005,2026-01-25,F2F,24,1
C001860,R008,H0455,P001,2025-10-01,F2F,11,1
C001861,R008,H0231,P004,2025-08-18,F2F,28,6
C001862,R008,H0282,P003,2025-09-08,F2F,22,8
C001863,R008,H0404,P003,2025-10-18,F2F,34,2
C001864,R008,H0076,P001,2026-03-12,F2F,18,5
C001865,R008,H0226,P001,2026-01-20,Virtual,27,4
C001866,R008,H0148,P004,2026-02-02,F2F,32,6
C001867,R008,H0076,P003,2025-06-10,F2F,13,6
C001868,R008,H0118,P004,2025-10-22,F2F,15,0
C001869,R008,H0305,P002,2026-03-11,Virtual,28,2
C001870,R008,H0090,P004,2026-04-17,F2F,16,3
C001871,R008,H0206,P005,2025-06-10,F2F,26,0
C001872,R008,H0499,P005,2026-03-02,F2F,11,6
C001873,R008,H0307,P002,2026-01-19,F2F,15,5
C001874,R008,H0267,P001,2025-05-13,F2F,30,2
C001875,R008,H0215,P004,2026-02-22,F2F,10,0
C001876,R008,H0310,P005,2025-12-10,F2F,10,0
C001877,R008,H0076,P002,2025-12-17,F2F,29,5
C001878,R008,H0193,P001,2026-01-15,F2F,18,2
C001879,R008,H0197,P001,2025-11-24,F2F,30,2
C001880,R008,H0053,P004,2025-12-01,F2F,27,4
C001881,R008,H0267,P003,2025-11-20,F2F,24,5
C001882,R008,H0358,P005,2026-04-21,F2F,10,2
C001883,R008,H0215,P003,2025-07-17,F2F,10,7
C001884,R008,H0076,P001,2025-07-30,F2F,27,1
C001885,R008,H0341,P003,2026-01-13,F2F,22,8
C001886,R008,H0053,P002,2026-01-30,F2F,8,7
C001887,R008,H0282,P005,2025-06-10,Virtual,23,5
C001888,R008,H0096,P002,2025-09-17,F2F,9,6
C001889,R008,H0407,P002,2025-06-26,Virtual,6,3
C001890,R008,H0466,P005,2026-02-08,F2F,31,2
C001891,R008,H0488,P001,2026-02-10,Virtual,21,5
C001892,R008,H0466,P002,2026-04-12,F2F,13,4
C001893,R008,H0076,P003,2025-07-11,Virtual,9,7
C001894,R008,H0076,P003,2026-04-06,F2F,25,2
C001895,R008,H0428,P001,2026-02-09,F2F,26,2
C001896,R008,H0462,P003,2026-02-02,F2F,30,1
C001897,R008,H0243,P004,2025-05-22,F2F,15,3
C001898,R008,H0020,P003,2026-03-08,Virtual,15,8
C001899,R008,H0215,P005,2025-08-26,F2F,5,0
C001900,R008,H0028,P004,2025-09-08,F2F,34,5
C001901,R008,H0243,P002,2026-01-29,F2F,27,1
C001902,R008,H0310,P003,2026-03-25,F2F,12,1
C001903,R008,H0305,P003,2025-12-20,F2F,32,8
C001904,R008,H0305,P001,2026-04-19,F2F,14,5
C001905,R008,H0076,P004,2025-12-17,Virtual,13,6
C001906,R008,H0475,P001,2025-07-07,Virtual,31,8
C001907,R008,H0130,P005,2026-02-20,Virtual,10,2
C001908,R008,H0045,P004,2025-06-29,F2F,10,3
C001909,R008,H0035,P004,2025-05-02,F2F,7,8
C001910,R008,H0053,P004,2025-05-16,F2F,27,6
C001911,R008,H0076,P004,2026-02-05,F2F,31,4
C001912,R008,H0243,P005,2025-11-13,F2F,14,0
C001913,R008,H0267,P005,2026-01-17,F2F,30,7
C001914,R008,H0341,P002,2025-10-09,F2F,18,5
C001915,R008,H0134,P003,2025-08-10,F2F,19,6
C001916,R008,H0343,P005,2025-09-20,F2F,35,6
C001917,R008,H0028,P005,2025-05-11,F2F,18,6
C001918,R008,H0475,P001,2025-05-07,F2F,34,5
C001919,R008,H0013,P003,2025-06-14,F2F,27,3
C001920,R008,H0231,P002,2025-12-15,F2F,8,6
C001921,R008,H0407,P003,2026-02-12,Virtual,18,6
C001922,R008,H0310,P002,2026-03-07,F2F,30,0
C001923,R008,H0475,P002,2026-01-26,F2F,30,1
C001924,R008,H0307,P001,2025-12-19,F2F,5,3
C001925,R008,H0282,P003,2025-06-14,Virtual,18,5
C001926,R008,H0197,P001,2025-05-03,F2F,34,2
C001927,R008,H0035,P003,2025-07-10,F2F,14,6
C001928,R008,H0310,P001,2026-04-10,Virtual,13,1
C001929,R008,H0256,P001,2025-07-12,F2F,15,8
C001930,R008,H0231,P002,2025-11-04,F2F,34,2
C001931,R008,H0045,P001,2026-02-08,F2F,26,4
C001932,R008,H0341,P005,2025-12-09,Virtual,5,2
C001933,R008,H0020,P001,2025-11-04,F2F,31,0
C001934,R008,H0118,P003,2025-05-26,F2F,25,6
C001935,R008,H0267,P004,2025-07-27,Virtual,31,2
C001936,R008,H0206,P004,2026-01-04,Virtual,10,4
C001937,R008,H0305,P005,2025-07-09,F2F,7,6
C001938,R008,H0307,P004,2025-06-03,F2F,30,5
C001939,R008,H0118,P001,2025-06-29,F2F,5,2
C001940,R008,H0148,P003,2025-08-04,F2F,7,0
C001941,R008,H0307,P005,2026-02-16,Virtual,11,0
C001942,R008,H0013,P002,2025-06-06,F2F,23,5
C001943,R008,H0023,P002,2026-01-03,F2F,33,1
C001944,R008,H0231,P001,2026-03-27,Virtual,30,8
C001945,R008,H0231,P004,2025-09-09,F2F,35,7
C001946,R008,H0342,P003,2025-06-06,F2F,13,5
C001947,R008,H0020,P004,2025-10-28,F2F,12,2
C001948,R008,H0488,P001,2025-09-29,Virtual,33,5
C001949,R008,H0045,P005,2026-01-27,F2F,17,4
C001950,R008,H0305,P004,2026-02-02,Virtual,22,4
C001951,R008,H0499,P003,2025-05-25,F2F,15,0
C001952,R008,H0305,P004,2025-05-26,F2F,16,7
C001953,R008,H0096,P003,2025-05-05,F2F,22,5
C001954,R008,H0013,P003,2026-03-19,F2F,28,0
C001955,R008,H0404,P003,2025-06-12,F2F,19,8
C001956,R008,H0342,P004,2026-04-17,F2F,9,5
C001957,R008,H0407,P003,2026-03-21,F2F,17,5
C001958,R008,H0197,P001,2025-06-12,Virtual,5,1
C001959,R008,H0023,P001,2025-10-08,F2F,32,0
C001960,R008,H0215,P004,2025-11-30,F2F,7,5
C001961,R008,H0193,P001,2025-08-02,F2F,35,4
C001962,R008,H0090,P001,2026-01-08,F2F,29,7
C001963,R008,H0096,P005,2025-08-27,F2F,6,0
C001964,R008,H0377,P001,2026-04-12,Virtual,14,0
C001965,R008,H0404,P005,2025-09-20,F2F,9,0
C001966,R008,H0106,P005,2026-02-02,F2F,25,1
C001967,R008,H0096,P001,2025-11-02,F2F,7,0
C001968,R008,H0342,P004,2026-01-05,F2F,25,0
C001969,R008,H0130,P001,2026-02-04,F2F,27,7
C001970,R008,H0466,P005,2026-04-22,Virtual,20,8
C001971,R008,H0499,P004,2025-05-02,F2F,20,7
C001972,R008,H0305,P002,2025-10-15,F2F,11,2
C001973,R008,H0035,P001,2025-08-17,F2F,15,4
C001974,R008,H0045,P003,2025-11-17,Virtual,14,1
C001975,R008,H0013,P001,2025-08-22,F2F,15,1
C001976,R008,H0428,P004,2025-05-17,F2F,25,6
C001977,R008,H0020,P003,2025-09-03,F2F,25,8
C001978,R008,H0148,P005,2025-06-29,F2F,17,6
C001979,R008,H0342,P001,2026-04-13,F2F,35,7
C001980,R008,H0342,P002,2025-07-27,F2F,14,2
C001981,R008,H0231,P003,2025-09-01,F2F,26,2
C001982,R008,H0053,P003,2025-11-06,F2F,21,2
C001983,R008,H0134,P004,2025-12-23,F2F,33,0
C001984,R008,H0256,P003,2025-12-14,F2F,7,5
C001985,R008,H0045,P004,2025-08-05,F2F,27,2
C001986,R008,H0358,P002,2026-03-08,Virtual,7,5
C001987,R008,H0428,P005,2026-02-18,F2F,28,0
C001988,R008,H0341,P003,2026-02-26,F2F,23,7
C001989,R008,H0193,P001,2026-02-09,F2F,27,0
C001990,R008,H0035,P003,2025-11-09,Virtual,21,7
C001991,R008,H0475,P004,2025-06-19,Virtual,10,7
C001992,R008,H0404,P003,2025-05-28,Virtual,22,3
C001993,R008,H0197,P004,2026-04-05,Virtual,6,4
C001994,R008,H0134,P004,2025-09-20,F2F,13,3
C001995,R008,H0231,P001,2025-11-01,Virtual,27,0
C001996,R008,H0023,P001,2025-07-07,Virtual,27,7
C001997,R008,H0342,P004,2025-06-22,Virtual,16,3
C001998,R008,H0428,P001,2025-07-06,F2F,18,5
C001999,R008,H0206,P003,2025-05-30,F2F,27,3
C002000,R008,H0053,P005,2026-04-15,F2F,20,4
C002001,R008,H0428,P004,2026-01-27,Virtual,8,0
C002002,R008,H0256,P005,2025-11-15,F2F,10,2
C002003,R008,H0096,P003,2026-01-05,F2F,21,0
C002004,R008,H0035,P003,2026-01-18,F2F,16,5
C002005,R008,H0243,P002,2026-02-22,F2F,29,4
C002006,R008,H0045,P003,2025-12-07,F2F,11,4
C002007,R008,H0053,P005,2025-08-24,F2F,16,0
C002008,R008,H0466,P003,2025-08-06,Virtual,32,2
C002009,R008,H0231,P004,2025-07-15,F2F,11,6
C002010,R008,H0407,P003,2026-01-19,F2F,22,7
C002011,R008,H0407,P002,2026-03-15,F2F,9,3
C002012,R008,H0197,P001,2025-12-22,Virtual,33,5
C002013,R008,H0231,P003,2025-08-12,F2F,30,3
C002014,R008,H0282,P004,2026-04-27,F2F,32,8
C002015,R008,H0305,P004,2025-09-14,F2F,32,7
C002016,R008,H0231,P001,2025-08-31,F2F,16,7
C002017,R008,H0096,P001,2025-07-30,F2F,14,5
C002018,R008,H0096,P001,2026-04-23,F2F,23,5
C002019,R008,H0148,P003,2025-10-22,Virtual,29,6
C002020,R008,H0197,P005,2025-08-31,F2F,19,4
C002021,R008,H0197,P004,2025-11-05,F2F,13,2
C002022,R008,H0499,P005,2025-07-20,F2F,31,1
C002023,R008,H0371,P003,2026-02-15,F2F,12,7
C002024,R008,H0035,P004,2026-04-14,F2F,5,8
C002025,R008,H0023,P005,2025-07-01,F2F,16,8
C002026,R008,H0267,P002,2026-01-14,F2F,13,4
C002027,R008,H0305,P004,2026-01-10,Virtual,25,2
C002028,R008,H0466,P005,2025-12-14,F2F,19,2
C002029,R008,H0106,P005,2025-12-26,F2F,8,4
C002030,R008,H0045,P005,2026-03-19,F2F,31,2
C002031,R008,H0407,P004,2025-11-05,F2F,25,8
C002032,R008,H0045,P005,2025-05-13,Virtual,20,2
C002033,R008,H0118,P004,2025-08-04,F2F,19,3
C002034,R008,H0035,P004,2025-05-14,F2F,12,1
C002035,R008,H0243,P001,2025-11-20,F2F,20,2
C002036,R008,H0215,P003,2025-08-10,F2F,24,5
C002037,R008,H0197,P005,2025-11-17,Virtual,34,0
C002038,R008,H0466,P004,2026-03-20,F2F,30,3
C002039,R008,H0090,P003,2026-03-24,F2F,12,3
C002040,R008,H0358,P005,2025-09-25,F2F,32,7
C002041,R008,H0231,P001,2025-10-29,Virtual,9,3
C002042,R008,H0267,P005,2025-10-27,F2F,20,6
C002043,R008,H0130,P003,2025-05-26,F2F,6,8
C002044,R008,H0305,P002,2026-03-07,F2F,30,1
C002045,R008,H0407,P002,2025-05-20,F2F,5,7
C002046,R008,H0053,P001,2025-11-19,F2F,16,8
C002047,R008,H0407,P004,2025-06-15,F2F,26,6
C002048,R008,H0377,P003,2025-11-23,F2F,11,5
C002049,R008,H0028,P001,2025-08-19,Virtual,9,2
C002050,R008,H0197,P005,2025-07-18,F2F,22,2
C002051,R008,H0096,P001,2025-10-29,F2F,6,6
C002052,R008,H0096,P003,2025-11-16,Virtual,31,7
C002053,R008,H0466,P004,2025-05-29,F2F,17,7
C002054,R008,H0215,P002,2026-04-08,F2F,12,8
C002055,R008,H0282,P003,2026-04-03,F2F,12,6
C002056,R008,H0307,P001,2026-04-04,F2F,21,4
C002057,R008,H0090,P003,2025-09-19,F2F,6,5
C002058,R008,H0226,P002,2026-02-14,F2F,15,6
C002059,R008,H0013,P004,2026-02-16,F2F,23,6
C002060,R008,H0256,P003,2025-12-31,F2F,30,2
C002061,R008,H0206,P001,2025-07-26,F2F,10,0
C002062,R008,H0193,P003,2026-03-30,F2F,8,2
C002063,R008,H0488,P004,2025-10-05,F2F,35,3
C002064,R008,H0462,P001,2026-01-07,F2F,12,1
C002065,R008,H0193,P001,2025-12-11,F2F,26,0
C002066,R008,H0013,P002,2026-03-23,Virtual,35,4
C002067,R008,H0148,P002,2026-01-18,F2F,10,3
C002068,R008,H0013,P003,2025-05-24,Virtual,8,1
C002069,R008,H0148,P001,2025-10-26,F2F,30,6
C002070,R008,H0023,P001,2025-05-26,F2F,9,6
C002071,R008,H0215,P001,2025-10-25,F2F,27,0
C002072,R008,H0013,P004,2025-09-03,F2F,15,3
C002073,R008,H0206,P002,2025-11-14,F2F,23,6
C002074,R008,H0226,P003,2026-04-22,F2F,12,5
C002075,R008,H0475,P003,2025-10-04,F2F,17,3
C002076,R008,H0377,P002,2025-09-16,F2F,13,0
C002077,R009,H0358,P003,2025-08-23,F2F,23,5
C002078,R009,H0475,P005,2025-12-31,Virtual,23,8
C002079,R009,H0404,P002,2025-07-20,F2F,35,0
C002080,R009,H0455,P005,2025-07-28,F2F,32,7
C002081,R009,H0020,P003,2025-07-04,F2F,12,0
C002082,R009,H0371,P002,2025-09-20,F2F,32,4
C002083,R009,H0499,P003,2026-03-09,Virtual,23,0
C002084,R009,H0267,P001,2025-10-30,F2F,9,1
C002085,R009,H0197,P005,2025-12-23,F2F,32,6
C002086,R009,H0045,P005,2026-02-23,F2F,25,7
C002087,R009,H0096,P005,2025-08-23,F2F,6,3
C002088,R009,H0267,P003,2025-09-05,Virtual,14,7
C002089,R009,H0193,P005,2025-09-13,F2F,11,1
C002090,R009,H0090,P001,2025-08-27,F2F,27,6
C002091,R009,H0455,P004,2026-03-30,F2F,27,2
C002092,R009,H0475,P003,2026-04-05,F2F,19,4
C002093,R009,H0243,P001,2025-09-12,Virtual,6,4
C002094,R009,H0341,P001,2026-01-30,F2F,35,0
C002095,R009,H0243,P004,2026-02-11,F2F,18,6
C002096,R009,H0106,P004,2025-08-28,F2F,9,0
C002097,R009,H0428,P003,2025-11-22,F2F,11,3
C002098,R009,H0215,P003,2025-08-21,Virtual,13,6
C002099,R009,H0193,P001,2026-04-20,F2F,26,6
C002100,R009,H0035,P005,2026-03-25,F2F,11,0
C002101,R009,H0466,P001,2025-07-28,Virtual,28,8
C002102,R009,H0028,P005,2025-05-15,Virtual,13,2
C002103,R009,H0206,P005,2026-02-01,F2F,19,1
C002104,R009,H0023,P004,2025-12-19,Virtual,35,2
C002105,R009,H0206,P004,2025-11-08,F2F,19,6
C002106,R009,H0023,P001,2025-12-30,F2F,15,4
C002107,R009,H0305,P001,2025-09-13,F2F,17,5
C002108,R009,H0377,P001,2025-12-12,Virtual,30,7
C002109,R009,H0343,P004,2025-07-19,F2F,24,0
C002110,R009,H0215,P001,2025-08-04,F2F,9,1
C002111,R009,H0488,P003,2025-05-25,F2F,21,7
C002112,R009,H0371,P001,2026-04-22,F2F,27,8
C002113,R009,H0197,P002,2026-01-04,F2F,27,0
C002114,R009,H0045,P001,2025-06-22,Virtual,10,2
C002115,R009,H0305,P004,2025-05-11,F2F,32,4
C002116,R009,H0020,P005,2025-06-27,F2F,10,6
C002117,R009,H0466,P001,2026-02-01,Virtual,11,4
C002118,R009,H0371,P004,2026-01-13,F2F,21,5
C002119,R009,H0462,P001,2025-12-24,F2F,30,2
C002120,R009,H0466,P004,2025-11-08,F2F,29,8
C002121,R009,H0226,P003,2025-10-08,Virtual,30,7
C002122,R009,H0193,P005,2025-08-03,F2F,34,7
C002123,R009,H0231,P004,2025-10-31,Virtual,5,6
C002124,R009,H0404,P003,2025-11-21,F2F,22,1
C002125,R009,H0023,P003,2025-11-05,Virtual,9,4
